;Latitude;Longitude
EDEKA Filiale Grimmelsgasse in 53721 Siegburg;;
EDEKA Gruhle Filiale Hoemerichstr. 3 in 51643 Gummersbach;;
EDEKA Bonn, Konrad-Adenauer-Platz Filiale Konrad-Adenauer-Platz 28 in 53225 Bonn;;
EDEKA Steilen Filiale Koenigstr. 79-81 in 53115 Bonn;;
Edeka Bachem GmbH Filiale Sternenburgstr. 2-4 in 53115 Bonn-Poppelsdorf;;
EDEKA Lange Filiale Mirecourtstr. 15 in 53225 Bonn-Beuel;;
EDEKA Borsch Filiale Gewerbegebiet 26 in 54675 Mettendorf;;
EDEKA Filiale Jahnstr. 15 in 53225 Bonn;;
EDEKA Kipping Filiale Clemensstr. 39-41 in 53225 Bonn;;
EDEKA Krumme Filiale Im Tal 3 in 51643 Gummersbach;;
EDEKA Klein-Hessling Filiale Luisenstr. 88b in 53721 Siegburg;;
EDEKA Filiale Im Muehlenbach 2 in 53127 Bonn;;
E center Vogl Filiale Basketsring 3 in 53123 Bonn;;
EDEKA Simon Filiale Bahnhofstr. 51 in 59872 Meschede - Freienohl;;
Edeka Frische Center Vogl Filiale Karlstr. 33 in 53115 Bonn-Weststadt;;
E center Dumke Filiale Alte Kreisstr 20 in 59581 Warstein;;
EDEKA Schwindt Filiale Hauptstr. 283 in 53347 Alfter-Witterschlick;;
Edeka Kipping Filiale Roemerstr. 118 in 53117 Bonn;;
E center Mohr Filiale Bornheimerstr. 162 in 53119 Bonn;;
EDEKA Filiale Hauptstr. 39 in 53797 Lohmar;;
EDEKA Mohr Filiale Lievelingsweg 84 in 53119 Bonn;;
EDEKA Buschkuehle Filiale Lippstaedter Str. 1-3 in 59602 Ruethen;;
EDEKA Engels Filiale Frankfurter Str. 19-23 in 53840 Troisdorf;;
EDEKA Engels Filiale Roncallistr. 55 in 53840 Troisdorf - Fr.-W. Huette;;
Edeka Felbecker Filiale Pilgerstr. 69 in 51491 Overrath-Marialinden;;
EDEKA Gemuend Filiale Dorfstr. 23 in 53902 Bad Muenstereifel-Schoenau;;
Edeka Berg Filiale Alte Poststr. 69 in 53913 Swisttal-Buschhoven;;
EDEKA Juenger Filiale Raiffeisenstr. (Zur Kleinbahn) in 53844 Troisdorf - Bergheim;;
E aktiv Markt Muelln Filiale Wahlscheider Str. 64-66 in 53797 Lohmar;;
EDEKA Schmitz Filiale Luxemburger Str. 26 in 54649 Waxweiler;;
EDEKA Sundern Filiale Freiheitsmuehle 1 in 59846 Sundern;;
EDEKA Puetz Filiale Bliesenbacherstr. 6 in 51766 Engelskirchen;;
Edeka Klos Filiale Mechernicher Str. 10 in 53947 Nettersheim-Tondorf;;
E aktiv Markt Buschkuehle Filiale Lanfer 45 in 59581 Warstein;;
EDEKA Gemued Filiale Bitburger Str. 4 in 53902 Eicherscheid;;
EDEKA Filiale Am Herrenwingerth 11 in 53347 Alfter;;
EDEKA Fischer &amp; Nieder Filiale Hauptstr. 17-23 in 51491 Overath;
EDEKA Berang Filiale Auf dem Wehrt 21 in 54584 Juenkerath;;
EDEKA Engels Filiale Hauptstr. 142-144 in 53842 Troisdorf-Spich;;
EDEKA Schroeder Filiale Moselstr. 7 in 53332 Bornheim - Hersel;;
EDEKA Biggermann Filiale Teutenburg 1 in 59821 Arnsberg;;
EDEKA HUEFFEL Filiale Essiger Str. 10 in 53913 Swisttal;;
EDEKA Steilen Filiale Christian-Schaefer-Str. 24 in 53881 Euskirchen;;
EDEKA Breidohr-Frischecenter Filiale Hans-Boeckler-Str. 1-3 in 51503 Roesrath;;
EDEKA Stoecker Filiale Koelnerstr. 7 in 51789 Lindlar;;
Breidohr´s Frische-Center Filiale Hauptstr. 104 in 51503 Roesrath;;
E center Bell Filiale Peter-Hausmann-Platz 1 in 53332 Bornheim;;
EDEKA PIEL Filiale Hauptstr. 33 in 53859 Niederkassel;;
EDEKA Klein Filiale Burgstr. 36 in 50389 Wesseling-Urfeld;;
EDEKA FISCHENICH Filiale Kuchenheimer Str. 77 in 53881 Euskirchen;;
EDEKA Hein Filiale St. Sebastianusstr. 14 in 51147 Koeln;;
EDEKA Braun Filiale Lindlarer Str. 40 in 51789 Lindlar;;
EDEKA Interbieten Filiale Billiger Str. 46 in 53879 Euskirchen;;
EDEKA Halberschmidt Filiale Kathagen 1 in 59609 Anroechte;;
EDEKA Hein Filiale Houdainer Str. 2 in 51143 Koeln;;
Edeka Nelle Filiale Weisse Ecke 2 in 59519 Moehnesee-Stockum;;
EDEKA Preller Filiale Unterm Freihof 1 in 58509 Luedenscheid;;
EDEKA Filiale Luedische Str. 29 in 59590 Geseke;;
EDEKA Offermann Filiale Hindenburgstr. 2 in 51688 Wipperfuerth;;
E aktiv Markt Buschkuehle Filiale Lindenweg 5 in 59590 Geseke;;
EDEKA Hetzenegger Filiale Strassen Nr. 51-53 in 51429 Bergisch Gladbach;;
EDEKA Schmitz Filiale Kirchstr. 1 in 54689 Daleiden;;
EDEKA Feldmann-Hoener Filiale Koelner Str. 104 in 51429 Bergisch-Gladbach-Bensber;;
EDEKA Breuer Filiale Walberberger Str. 59 in 53332 Bornheim-Walberberg;;
EDEKA Kipping Filiale Bahnhofstr. 2-4 in 50999 Koeln-Suerth;;
EDEKA Weber Filiale Von-Lilien-Str. 9 in 59759 Arnsberg;;
Breidohr´s Frische-Center Filiale Wipperfuerther Str. 400 in 51515 Kuerten;;
EDEKA Interbieten Filiale Bonner Str. 6 in 53919 Weilerswist;;
E aktiv Markt Hetzenegger Filiale Herkenrather Str. 70 in 51465 Bergisch Gladbach;;
Edeka Schoelver Filiale Godorfer Hauptstr. 6 in 50997 Koeln;;
EDEKA Hein Filiale Gilgaustr. 29 in 51149 Koeln;;
Windmann Frische Center Erwitte Gmbh&amp;Co.Kg Filiale Bahnhofstr. 14 in 59597 Erwitte;
Windmann Frische Center Erwitte Gmbh&amp;Co.Kg Filiale Wemberweg 4 in 59597 Erwitte;
EDEKA Schmitz Filiale Bahnhofstr. 49 in 54608 Bleialf;;
EDEKA Filiale Robert-Schuman-Str. 1 in 51469 Bergisch Gladbach;;
Breidohr´s Frische-Center Filiale De-Gasperi-Str. 1 in 51469 Bergisch Gladbach;;
EDEKA Rondorf, Reiherstrasse Filiale Reiherstr. 31 in 50997 Koeln-Rondorf;;
EDEKA Koeln-Merheim Filiale Olpener Str. 397-401 in 51109 Koeln;;
EDEKA Wortmann Filiale Bahnhofstr. 1 in 59469 Ense-Niederense;;
EDEKA Gans Filiale Ostheimer Str. 42 in 51103 Koeln-Vingst;;
Edeka Kau Filiale An Der Bruecke 10 in 50321 Bruehl-Kierberg;;
Kaisers Filiale Siegburger Str. 382 in 51105 Koeln-Poll;;
E center Grebenstein Filiale Hademare Platz 1-5 in 58675 Hemer;;
EDEKA Peters Filiale Bochumer Str. 2 in 51103 Koeln;;
Edeka Petzold Filiale Niederweg 43 in 50374 Erftstadt;;
E aktiv Markt Clever Filiale Altenaer Str. 33 in 58769 Nachrodt-Wiblingswerde;;
Edeka Buschkuehle Filiale Wiggerinhauser Str. 2 in 59597 Erwitte;;
E aktiv markt Buschkuehle Filiale Niederbergheimer Str. 52 in 59494 Soest;;
EDEKA Otterstedde Filiale Schuetzen Str. 63 in 59505 Bad Sassendorf;;
EDEKA Nuesken Filiale Riga-Ring 15 in 59494 Soest;;
EDEKA Filiale Otto - Hahn - Str. 19 in 59557 Lippstadt;;
Kaisers Filiale Frankfurter Str. 19-21 in 51065 Koeln;;
EDEKA Filiale Bonnerstr. 32 in 53909 Zuelpich;;
Edeka Weiden Filiale Altenbergerdom Str. 126 in 51467 Bergisch-Gladbach;;
E center  Filiale Untere Promenade 2 in 58706 Menden;;
EDEKA Preller Filiale Windmuehlenstr. 18-28 in 58339 Breckerfeld;;
EDEKA Duennwald Filiale Berliner Str. 823-831 in 51069 Koeln;;
EDEKA SCHALLENBERG Filiale Weyerstr. 108-112 in 50676 Koeln;;
EDEKA Romano Filiale Berrenrather Str. 339 in 50937 Koeln-Suelz;;
EDEKA Filiale Walter-Jost-Str. 6 in 58638 Iserlohn;;
EDEKA Simons Filiale Abt-Horchem-Str. 1 in 50374 Erftstadt;;
EDEKA Preller Filiale Am Obergraben 3 in 58091 Hagen-Dahl;;
EDEKA Nowak Filiale Hagener Str. 2 in 58642 Iserlohn;;
EDEKA Zickuhr Filiale Duerener Str. 199-203 in 50931 Koeln-Lindenthal;;
EDEKA Breuer Filiale Berliner Str. 2-4 in 51377 Leverkusen;;
EDEKA Filiale Berlinerstr. 2-6 in 51375 Leverkusen;;
EDEKA Nowak Filiale Hagenerstr. 44 in 58642 Iserlohn-Letmathe;;
EDEKA Heder Filiale Christian-Liebrecht-Str. 1 in 58739 Wickede;;
EDEKA Schaefer Filiale Suemmernerstr. 93 in 58640 Iserlohn;;
EDEKA Frische-Center Tschoepe Filiale Am Muensters Gaesschen 3 in 51375 Leverkusen;;
Edeka Both Filiale Kalkstr. 124-128 in 51377 Leverkusen;;
EDEKA Sauer Filiale Breite-Str. 11 in 59457 Werl-Westoennen;;
EDEKA Leverkusen-Steinbuechel Filiale Theodor-Adorno-Str. 1 in 51377 Leverkusen;;
E aktiv Markt Buschkuehle Filiale Quellenstr. 17 in 59556 Lippstadt/Bad Waldliesborn;;
E center Engels Filiale Horbeller Str. 2-4 in 50858 Koeln-Junkersdorf;;
EDEKA Isselmarkt Filiale Alleestr. 38 in 58730 Froendenberg;;
EDEKA STEFFENS Filiale Ossendorfer str. 306 in 50827 Koeln -Ossendorf-;;
EDEKA Daub KG Filiale Jungbluthgasse 9 in 50858 Koeln;;
EDEKA Sauer Filiale Unnaer-Str. 21 in 59457 Werl;;
EDEKA Filiale Schoenblick 1a in 52396 Heimbach;;
E center Fischer &amp; Nieder Filiale Adolf-Kaschny-Str. 15 in 51373 Leverkusen;
EDEKA Sorgatz Filiale Wuppertal Str. 3 in 51381 Leverkusen;;
EDEKA Filiale Longericherstr. 534 in 50739 Koeln Longerich;;
EDEKA Leverkusen-Opladen Filiale Pommernstr. 4-6 in 51379 Leverkusen-Opladen;;
EDEKA Filiale Eppenhauser Str. 46 in 58093 Hagen;;
EDEKA Gross Filiale Aegidiusstrasse in 50226 Frechen-Huecheln;;
Edeka Henschen u. Pollschmidt GmbH Filiale Elberfelder Str. 7-9 in 58095 Hagen;;
E aktiv markt Patzer Filiale Letmather Str. 124 in 58239 Schwerte;;
E center Engels Filiale Unter Linden 286 in 50859 Koeln-Widdersdorf;;
EDEKA Filiale Voerder strasse in 58256 Ennepetal;;
EDEKA Filiale Fleyerstr. 204 in 58097 Hagen;;
EDEKA Schallenberg Filiale Wupperstr. 8 in 51371 Leverkusen-Rheindorf;;
EDEKA Brueck Filiale Mengenicher Str. 26 in 50767 Koeln;;
EDEKA Filiale Felderstr. 55 in 51371 Leverkusen-Rheindorf;;
EDEKA Filiale Zollstr. 2 in 58097 Hagen;;
EDEKA Filiale Zollstr. 2 in 58089 Hagen;;
EDEKA Sauer Filiale Ladestr. 30 in 59514 Welver;;
EDEKA Frechen-Koenigsdorf Filiale Aachener Str. 537 in 50226 Frechen;;
EDEKA Boxberger Filiale Muehlenfeldstr. 3 in 59329 Wadersloh;;
EDEKA Damm Filiale Froebelstr. 15-17 in 58099 Hagen - Helfe;;
EDEKA Kausemann Filiale Frohnhofstr. 28 in 50765 Koeln-Esch;;
EDEKA Westerhoff Filiale Dortmunder Str. 1-3 in 58099 Hagen;;
EDEKA Schmitt Filiale Rosenweg 29 in 58239 Schwerte - Holzen;;
EDEKA Filiale Hitdorfer Str. 197 in 51371 Leverkusen;;
EDEKA SCHWIRTZ Filiale Monschauer Str. 16 in 52385 Nideggen;;
Edeka Mader Filiale Wittenerstr. 140 in 58285 Gevelsberg;;
EDEKA Prinz Filiale Hauptstr. 71 in 52372 Kreuzau;;
EDEKA Fischenich Filiale Dansweiler Str. 3/Brauweiler Strasse in 50129 Bergheim - Glessen;;
E-Center Filiale Muehlenstrasse 7 in 58313 Herdecke;;
EDEKA Meierjohann Filiale Kirchstr. 2 in 59439 Holzwickede;;
Edeka Pape Filiale Am Kastanienhof 3 in 59423 Unna;;
EDEKA Blomeier Filiale Dorfplatz 1 in 50259 Pulheim - Sinnersdorf;;
EDEKA Baumann Filiale Zum Schlichshof 3 in 50170 Kerpen;;
EDEKA Strassfeld Filiale Zum Wasserwerk 7 in 50170 Kerpen;;
EDEKA Jung Filiale Sinnersdorfer Str. 66-68 in 50769 Koeln-Roggendorf;;
EDEKA Schmitt Filiale Kleistr. 28 in 59427 Unna;;
EDEKA Stahl Filiale Bitterstr. 4 in 50769 Koeln-Worringen;;
EDEKA Filiale Renker Str. 61 in 52355 Dueren Lendersdorf;;
EDEKA Rosenzweig Filiale Euskirchener Str. 101 in 52351 Dueren;;
EDEKA Harhoff Filiale Kamener Str. 37 in 59425 Unna;;
EDEKA Kiwall &amp; Schuermann Filiale Westfaelische Str. 63 in 59174 Kamen Heeren-Werve;
EDEKA Milkner Filiale Bahnhofstr. 90 in 59199 Boenen;;
EDEKA Nuesken Filiale Mittelstr. 24 in 59174 Kamen;;
EDEKA KNAPPMANN Filiale Osterfeldstr. 18-20 in 58300 Wetter (Ruhr);;
EDEKA Lewandowski Filiale Valencienner Str. 150-152 in 52355 Dueren;;
EDEKA Muelln Filiale Zollhausstr. 53 in 52353 Dueren-Birkesdorf;;
EDEKA Frank Recker Filiale Sternstr. 30 in 59269 Beckum;;
EDEKA Filiale Bommerfelder Ring 110 in 58452 Witten;;
E-center Sonnenburg Filiale Ostwennemar Str. 100 in 59071 Hamm;;
EDEKA Schwalemeyer Filiale Bodenborn 26-30 in 58452 Witten;;
EDEKA Nuesken Filiale Adenauerstr. 10-14 in 59174 Kamen;;
Weber Lebensmittelmaerkte Hamm Gmbh I.Gr. Filiale Paracelsuspark 2 in 59063 Hamm;;
EDEKA Weber Filiale Kamener Str. 150 in 59077 Hamm-Pelkum;;
EDEKA Hamm - Marktplatz Filiale Marktplatz 5 in 59065 Hamm;;
EDEKA Filiale Niederzierer Str. 27 in 52382 Niederzier;;
EDEKA Hasler Filiale Pferdebachstr. 247 in 58454 Witten;;
EDEKA JUNKERKALEFELD Filiale Bahnhofstr. 3 in 59302 Oelde;;
EDEKA Filiale Niederzierer Strasse 86 in 52382 Niederzier Oberzier;;
EDEKA Filiale Warendorfer Str. 16 in 59302 Oelde;;
Edeka Gruetter Filiale Meesmannstr. 37 in 58456 Witten-Herbede;;
EDEKA Filiale Wittenerstr. 12 in 58456 Witten;;
Weber Lebensmittelmaerkte Hamm Gmbh I.Gr. Filiale Dortmunderstr. 255 in 59077 Hamm;;
EDEKA Filiale Crengeldanzstr. 85 a in 58455 Witten;;
EDEKA Bertram Filiale Haldenweg 3 in 58455 Witten;;
EDEKA Holland Filiale Rosentalstr. 38-40 in 52159 Roetgen;;
EDEKA Filiale Gustav-Moll Str. 4-12 in 59269 Neubeckum;;
EDEKA Wiewel Filiale Ostbredenstr. 73 in 59229 Ahlen;;
EDEKA Milkner Filiale Richard-Wagner-Str. 2-4 in 59227 Ahlen;;
Edeka Recker Filiale Buergermeister Frisc 1 in 59320 Ennigerloh;;
EDEKA Kemper Filiale Hauptstr. 16 in 59227 Ahlen;;
EDEKA Filiale Konrad-Adenauer-Str. 123 in 52223 Stolberg;;
EDEKA Endt-Schwarzer Filiale Obere Steinfurt 8 in 52222 Stolberg;;
E center Cevik Filiale Praemienstr. 194 in 52223 Stolberg-Muensterbusch;;
EDEKA Filiale Am Fliess 6 in 52249 Eschweiler;;
EDEKA Cevik Filiale Eisenbahnstr. 153 in 52222 Stolberg (Rhld.);;
EDEKA STOROST Filiale Heusstr. in 52078 Aachen-Brand;;
EDEKA Peschke Filiale Suedstr. 52 in 59387 Ascheberg-Herbern;;
E aktiv Markt Abels-Valerien Filiale Heinrich-Gossen-Str. 3 in 52445 Titz;;
EDEKA Filiale Am Alten Bahnhof in 52457 Aldenhoven;;
Edeka Jehle Filiale Bahnhofstr. 3 in 59394 Nordkirchen;;
E center Schaefer Filiale Elsassstr. 139 in 52068 Aachen;;
EDEKA Holland Filiale Eschweiler Str. 2a in 52477 Alsdorf;;
EDEKA Achen-Burtscheid, Kapellenstrasse Filiale Kapellenstr. 16-18 in 52066 Aachen;;
EDEKA Bellefroid-Huppertz Filiale Haarbachtalstr. 9-11 in 52080 Aachen-Haaren;;
EDEKA Filiale Kreisstr. 57-63 in 59379 Selm;;
Kaiser's Filiale Juelicher Str. 56-64 in 52070 Aachen;;
EDEKA Humpert Filiale Breite Str. 157 in 59379 Selm-Beifang;;
E center Hatle Filiale Schillerstr. 20-40 in 52064 Aachen;;
Kaisers Filiale Markt 29-31 in 52062 Aachen;;
Edeka Geldmann Filiale An Der Muehle 17 in 59394 Nordkirchen;;
Kaisers Filiale Aachener Str. 58 in 52146 Wuerselen;;
EDEKA Bellefroid Filiale Krefelder Str. 12 in 52146 Wuerselen;;
EDEKA Bellefroid Filiale Krefelder Str. 216 in 52146 Wuerselen;;
EDEKA Geldermann Filiale Walkmuehlenstr. 2 in 52074 Aachen;;
EDEKA Aachen-Laurensberg Filiale Schlossparkstr. 4-6 in 52072 Aachen;;
EDEKA Jansen Filiale Kirchstr. 40 in 52499 Baesweiler;;
EDEKA Filiale Erkelenzer Str. 1 in 52441 Linnich;;
EDEKA Adebahr Filiale Kaiserstr. 131 in 52134 Herzogenrath;;
EDEKA ELBERS Filiale Plettenbergerstr. 10a in 59387 Ascheberg;;
EDEKA Wiewel Filiale Konrad-Adenauer Str. 5 in 59348 Luedinghausen;;
EDEKA PLUM Filiale Thomashofstr. 8-14 in 52511 Geilenkirchen;;
E aktiv markt Guenter Tembaak Filiale Duelmenerstr. 26 in 59348 Luedinghausen;;
EDEKA Michalski Filiale Sebastianusstr. 31 in 52525 Heinsberg;;
EDEKA Schaepers Filiale Hoferweg 2 in 52538 Gangelt;;
EDEKA Filiale Ost Promenade 103 in 52525 Heinsberg;;
EDEKA Verboket Filiale Johannesstr. 16 in 52525 Waldfeucht-Haaren;;
EDEKA Filiale Johannesstr. 87 in 52525 Waldfeucht;;
EDEKA Vogt Filiale Bahnhofstr. 5 in 69427 Mudau;;
EDEKA Habath Filiale Krummwiese 2 in 63916 Amorbach;;
E aktiv markt Stenger Filiale Mainzer Str. 40 in 63897 Miltenberg;;
EDEKA Arlt Filiale Industriestr. 7 in 69239 Neckarsteinach;;
EDEKA Kanbur Filiale In den Rotwiesen 1 in 69242 Muehlhausen;;
Arlt Oliver Filiale Hauptstr. 14-16 in 69234 Dielheim;;
EDEKA Zipser Filiale Hainbrunner Str. 10a in 69434 Hirschhorn;;
EDEKA Kunka Filiale Hauptstr. 66 in 69245 Bammental;;
EDEKA Arlt Filiale Greiner Str. 6 in 69250 Schoenau;;
E aktiv markt Marx Filiale Bahnhofstr. 34 in 69190 Walldorf;;
EDEKA Filiale Bahnhofstr. 26 in 69190 Walldorf;;
EDEKA Walter Filiale St. Ilgener Str. 60 in 69181 Leimen;;
EDEKA Knoch Filiale Marktstr. 75-77 in 68789 St. Leon Rot;;
EDEKA Gunkel Filiale Werner-von-Siemens-Str. 102 in 64711 Erbach;;
EDEKA Filiale Werner-von-Siemens-Str. 60 in 64711 Erbach;;
E aktiv markt Stenger Filiale Presentstr. 13 in 63939 Woerth am Main;;
EDEKA Filiale Kurfuerstenanlage 21-23 in 69115 Heidelberg;;
EDEKA Filiale Hammerweg 35 in 64720 Michelstadt;;
EDEKA P.u.B. Schmitt Filiale Am Bahndamm 9 in 69483 Wald-Michelbach;;
EDEKA Bauer Filiale Rudolf-Wild-Str. 84 in 69214 Eppelheim;;
EDEKA Ortszentrum Sattler Filiale Grosssachsener Str. 24 in 69469 Weinheim;;
EDEKA Embach Filiale Eichendorffstr. 44 in 68723 Oftersheim;;
E aktiv Markt Bauer Filiale Goethestr. 42 in 63820 Elsenfeld;;
E aktiv markt Moeder Filiale Lanzstr. 2 in 68804 Altlussheim;;
EDEKA Bauer Filiale Im Hoening 2 in 63820 Elsenfeld;;
EDEKA Loewe Filiale Frankfurter Str. 74-76 in 64732 Bad Koenig;;
E aktiv markt Zipser Filiale Bismarckstr. 38 in 69198 Schriesheim;;
EDEKA Schriesheim Filiale Saeulenweg 1 in 69198 Schriesheim;;
EDEKA Voelkle Filiale Hauptstr. 25 in 68535 Edingen-Neckarhausen;;
EDEKA Kuzu Filiale Beethoven-Str. 2 in 69493 Leutershausen;;
EDEKA Zeilfelder Filiale Im Sterzwinkel 1 in 69493 Hirschberg-Grosssachsen;;
E aktiv markt Keller Filiale Cornel-Serr-Platz 6 in 68526 Ladenburg;;
EDEKA Bylitza Filiale Hauptstr. 160b in 69488 Birkenau;;
EDEKA Graulich Filiale Gross-Breitenbach 2 in 69509 Moerlenbach;;
E aktiv markt Keller Filiale Wallstadter Str. 42 in 68526 Ladenburg;;
E aktiv markt Keller Filiale Wallstadter Str. 53 in 68526 Ladenburg;;
EDEKA Steiner Filiale Erikastr. 5 in 64668 Rimbach;;
E aktiv markt Embach Filiale Luftschiffring 28 in 68782 Bruehl;;
EDEKA Filiale Staatsstr. 36 in 64668 Rimbach;;
EDEKA Bylitza Filiale Heppenheimer Str. 70-72 in 64658 Fuerth;;
EDEKA Stiegler Filiale St.-German Str. 8 in 67346 Speyer;;
EDEKA Brand Filiale Bergstr. 97-99 in 69469 Weinheim;;
EDEKA Hauguth Filiale Viehtriftstr. 110 in 67354 Roemerberg;;
EDEKA Graulich Filiale Sudetenstr. 64 in 64385 Reichelsheim;;
EDEKA Zipser Filiale Oberdorfstr. 8 in 68542 Heddesheim;;
Edeka aktiv markt Filiale Badenweilerstr. 42 in 68239 Mannheim;;
EDEKA Stenger Filiale Josef-Roth-Str. 1 in 63808 Haibach;;
EDEKA Kampmann Filiale Jahnstr. 16 in 64407 Fraenkisch-Crumbach;;
EDEKA Kissel Altrip Filiale Ludwigstr. 34-36 in 67122 Altrip;;
EDEKA Stenger Filiale Wuerzburger Str. 188 in 63743 Aschaffenburg;;
E center Neuostheim Filiale Seckenheimer Landstr. 246 in 68163 Mannheim-Neuostheim;;
EDEKA City-Supermarkt Bruhn &amp; Wahlbrink Filiale Wallstadter Str. 76 in 68259 Mannheim-Feudenheim;
EDEKA Zimmermann Filiale Heidelberger Str. 48 in 68519 Viernheim;;
Stenger Filiale Kanzlei/Bachstr. 52 in 63762 Grossostheim;;
EDEKA Stenger Filiale Siemensstr. 10 in 63768 Hoesbach;;
EDEKA Filiale Suedbahnhof 15 in 63739 Aschaffenburg;;
EDEKA Brand Filiale Bray-sur-Seine-Str. 1 in 69502 Hemsbach;;
E aktiv markt Stenger Filiale Aschaffenburger Str. 46 in 63762 Grossostheim;;
EDEKA Laudenbach Filiale Suedring 2 in 69514 Laudenbach;;
EDEKA Stenger Filiale Suedbahnhofstr. 25 in 63739 Aschaffenburg;;
E aktiv markt Pietsch Filiale Geraer Ring 5 in 68309 Mannheim;;
EDEKA Stenger Filiale Aschaffstr. 10 in 63773 Goldbach;;
E neukauf Neckarau Filiale Neckarauer Str. 136 in 68163 Mannheim;;
E neukauf MA-Kaefertal Filiale Am Ullrichsberg 15 in 68309 Mannheim;;
EDEKA Filiale Geschwister-Scholl-Platz 4 in 63741 Aschaffenburg-Nilkheim;;
EDEKA Filiale Frohsinnstr. 27 in 63739 Aschaffenburg;;
EDEKA Stenger Filiale Bert-Brecht-Str. 37/Lange Strasse.13 in 63741 Aschaffenburg;;
EDEKA City-Markt Mail &amp; Orth Filiale Seckenheimer Str. 68-68a in 68165 Mannheim-Schwetzingerstadt;
EDEKA Kissel Neuhofen Filiale Otto-Dill-Str. 7-15 in 67141 Neuhofen;;
EDEKA Filiale Friedrich-Ebert-Str. 100 in 68167 Mannheim;;
EDEKA Kampmann Filiale Philipp-Bert-Str. 1a in 64405 Fischbachtal-Niedernhausen;;
EDEKA Richter Filiale Habitzheimer Str. 5a in 64823 Gross-Umstadt;;
EDEKA Merz Filiale Kaltererstr. 21a in 64646 Heppenheim;;
EDEKA Manambelona Filiale Mundenheimer Str. 167 in 67061 Ludwigshafen;;
EDEKA Bruhn &amp; Wahlbrink Filiale Waldstr. 139 in 68305 Mannheim-Gartenstadt;
EDEKA Jakobi Filiale Nibelungenstr. 447 in 64686 Lautertal-Lautern;;
EDEKA Bruhn &amp; Wahlbrink Filiale Kasseler Str. 154 in 68305 Mannheim-Gartenstadt;
EDEKA Scholz Filiale Saarlandstr. 131 in 67061 Ludwigshafen;;
EDEKA Stolzenberger Filiale Jahnstr. 63-65 in 63814 Mainaschaff;;
EDEKA Lajos Filiale Bergstr. 1 in 64354 Reinheim;;
E aktiv markt Kirchner Filiale Aschaffenburger Str. 18 in 63825 Schoellkrippen;;
EDEKA Lis Filiale Leininger Str. 1 in 67067 Ludwigshafen-Gartenstadt;;
Jakobi e.K. Filiale Fabrikstr. 2 in 64625 Bensheim;;
E center Filiale Wormser Str. 48 in 64625 Bensheim;;
EDEKA Wojtarowicz Filiale Industriestr. 13-15 in 67063 Ludwigshafen;;
EDEKA Krech Filiale Schweigener Str. 4 in 67067 Ludwigshafen-Maudach;;
EDEKA Stolzenberger Filiale Industriestr. 13 in 63801 Kleinostheim;;
EDEKA Merz Filiale Wilhelmstr. 160 in 64625 Bensheim-Auerbach;;
E aktiv markt Kirchner Filiale Fronhofen 19 in 63776 Moembris;;
EDEKA Stolzenberger Filiale Hinter der Altdoerfer Kirche 15-19 in 64832 Babenhausen;;
E center Filiale Gaussstr. 12-16 in 68623 Lampertheim;;
EDEKA Scholz Filiale Hedwig-Laudien-Ring 1a in 67071 Ludwigshafen-Oggersheim;;
EDEKA Stiegler Filiale Am Zwerchgraben 3-5 in 67454 Hassloch;;
EDEKA Kampmann Filiale Gross-Umstaedter-Str. 19 in 64807 Dieburg;;
EDEKA aktiv Markt Filiale Ludwigshafener Str. 3 in 67125 Dannstadt-Schauernheim;;
EDEKA Filiale Roentgenstr. 2a in 64846 Gross-Zimmern;;
EDEKA Schneider Filiale Im Keltenfeld 1 in 67126 Hochdorf-Assenheim;;
E aktiv Markt Lajos Filiale Waldstr. 1 in 64807 Dieburg;;
EDEKA Jochum Filiale Schwalbenstr. 1-5 in 68623 Lampertheim;;
EDEKA Kampmann Filiale Darmstaedter Str. 85b in 64839 Muenster;;
EDEKA Schneider Filiale Keltenstr. 10 in 67126 Hochdorf-Assenheim;;
EDEKA Ercan Filiale Theodor-Clausen-Str. 8 in 64380 Rossdorf;;
Frischemarkt Winkler Filiale In der Pfarrtanne 14 in 64665 Alsbach-Haehnlein;;
EDEKA Oezbey Filiale Am Zeller Bruch 2 in 63533 Mainhausen-Zellhausen;;
EDEKA Tompeck Filiale Jakobsplatz 2 in 67227 Frankenthal;;
EDEKA Kissel Edesheim Filiale Staatsstr. 40 in 67483 Edesheim;;
EDEKA Stiegler Filiale Foltzring 33 in 67227 Frankenthal;;
EDEKA Scholz Filiale Haardtstr. 2 in 67227 Frankenthal;;
EDEKA Buerstadt Filiale Wilhelminenstr. 2 in 68642 Buerstadt;;
EDEKA Filiale Aschaffenburger Str. 90 in 63500 Seligenstadt;;
nah und gut Patschull Filiale In der Kirchtanne 27 in 64297 Darmstadt-Eberstadt;;
EDEKA Krebs Filiale Mainstr. 137 in 68642 Buerstadt;;
EDEKA Habig Filiale Gewerbestr. 16-18 in 63619 Bad Orb;;
E aktiv markt Kirchner Filiale Brentanostr. 9 in 63755 Alzenau;;
EDEKA Beck Filiale Steinheimer Str. 64 in 63500 Seligenstadt;;
EDEKA Schneider Filiale Am Speyerbach 2 in 67433 Neustadt a.d. Weinstrasse;;
EDEKA Filiale Einsteinstr. 2 in 63110 Rodgau-Niederroden;;
EDEKA Habig Filiale Am Palmusacker 9 in 63628 Bad Soden-Salmuenster;;
